课程号,课序号,课程名,开课系所,容量,选课人数,余量,总学时,学分,星期,节次,持续节次,上课地点,上课周次,教师号1,教师名1,教师号2,教师名2,面向学生
00S086T,01,主要实验室及功能介绍-A3,其他部处,20,20,0,16,1,3,5,2,主校区不要教室,1-8周,kjc,实践教师,,,
00S086T,02,主要实验室及功能介绍-A3,其他部处,20,20,0,16,1,3,5,2,主校区不要教室,9-16周,kjc,实践教师,,,
00S087T,01,主要实验室及功能介绍-B1,其他部处,30,30,0,16,1,1,6,2,主校区不要教室,1-8周,kjc,实践教师,,,
00S087T,02,主要实验室及功能介绍-B1,其他部处,30,29,1,16,1,1,6,2,主校区不要教室,9-16周,kjc,实践教师,,,
00S088T,01,主要实验室及功能介绍-B2,其他部处,30,30,0,16,1,2,6,2,主校区不要教室,1-8周,kjc,实践教师,,,
00S088T,02,主要实验室及功能介绍-B2,其他部处,30,23,7,16,1,2,6,2,主校区不要教室,9-16周,kjc,实践教师,,,
00S089T,01,主要实验室及功能介绍-C1,其他部处,40,40,0,16,1,4,6,2,主校区不要教室,1-8周,kjc,实践教师,,,
00S089T,02,主要实验室及功能介绍-C1,其他部处,40,40,0,16,1,4,6,2,主校区不要教室,9-16周,kjc,实践教师,,,
00S090T,01,主要实验室及功能介绍-C2,其他部处,30,30,0,16,1,5,6,2,主校区不要教室,1-8周,kjc,实践教师,,,
00S090T,02,主要实验室及功能介绍-C2,其他部处,30,22,8,16,1,5,6,2,主校区机械楼Z307,9-16周,kjc,实践教师,,,
00S091T,01,主要实验室前沿讲座课程-A1,其他部处,100,69,31,8,0.5,2,5,2,主校区逸夫教学楼YF205,3-6周上,kjc,实践教师,,,
00S092T,01,主要实验室前沿讲座课程-A2,其他部处,100,63,37,8,0.5,4,4,2,主校区逸夫教学楼YF205,3-6周上,kjc,实践教师,,,
00S093T,01,主要实验室前沿讲座课程-A3,其他部处,100,100,0,8,0.5,4,6,2,主校区逸夫教学楼YF205,9-12周上,kjc,实践教师,,,
00S094T,01,主要实验室前沿讲座课程-A4,其他部处,100,42,58,8,0.5,1,6,2,主校区逸夫教学楼YF205,9-12周上,kjc,实践教师,,,
00S095T,01,主要实验室前沿讲座课程-A5,其他部处,100,81,19,8,0.5,2,6,2,主校区逸夫教学楼YF205,6-9周上,kjc,实践教师,,,
00S096T,01,主要实验室前沿讲座课程-A6,其他部处,100,100,0,8,0.5,6,4,2,主校区思源楼SY106,3-6周上,kjc,实践教师,,,
00S097T,01,主要实验室科技专题案例,其他部处,20,20,0,16,1,1,5,2,主校区不要教室,3-6周上,kjc,实践教师,,,
00S097T,02,主要实验室科技专题案例,其他部处,20,20,0,16,1,2,5,2,主校区不要教室,3-6周上,kjc,实践教师,,,
00S097T,03,主要实验室科技专题案例,其他部处,20,11,9,16,1,1,6,2,主校区不要教室,9-12周上,kjc,实践教师,,,
00S097T,04,主要实验室科技专题案例,其他部处,20,20,0,16,1,4,5,2,主校区不要教室,9-12周上,kjc,实践教师,,,
00S097T,05,主要实验室科技专题案例,其他部处,20,19,1,16,1,4,6,2,主校区不要教室,6-9周上,kjc,实践教师,,,
10L001T,01,光纤通信概论,电信,50,30,20,32,2,2,6,2,主校区逸夫教学楼YF501,1-16周,1854,李唐军,,,
10L001T,02,光纤通信概论,电信,50,11,39,32,2,2,6,2,主校区逸夫教学楼YF601,1-16周,8076,曹继红,,,
10L001T,03,光纤通信概论,电信,50,9,41,32,2,2,6,2,主校区思源东楼SD104,1-16周,8335,任文华,,,
10L001T,04,光纤通信概论,电信,50,11,39,32,2,2,6,2,主校区思源东楼SD103,1-16周,7758,魏淮,,,
10L002T,01,通信概论,电信,70,10,60,32,2,5,2,2,主校区第九教学楼东101,1-16周,8001,高德云,,,
10L002T,02,通信概论,电信,110,8,102,32,2,5,2,2,主校区第九教学楼东203,1-16周,6709,王根英,,,
10L005T,01,网络与通信概论,电信,70,2,68,32,2,5,1,2,主校区思源西楼SX503,1-16周,8142,沈波,,,
10L005T,02,网络与通信概论,电信,70,8,62,32,2,5,1,2,主校区思源西楼SX505,1-16周,8362,陈佳,,,
10L101Q,01,通信工程专业导论,电信,25,25,0,16,1,3,4,2,东校区东教二楼DQ2103,2-9周上,95,郭宇春,,,通信1101 通信1102 通信1103 通信1104 *
10L101Q,02,通信工程专业导论,电信,5,5,0,16,1,1,5,2,东校区东教一楼DQ505,2-9周上,95,郭宇春,,,通信1105 通信1106 通信1107 通信1108 *
10L103Q,01,自动化专业导论,电信,15,12,3,16,1,3,4,2,东校区东教一楼DQ309,2-9周上,5957,侯忠生,75,蒋大明 ,自动化1101 自动化1102 自动化1103 *
10L106Q,01,铁道信号专业导论,电信,10,5,5,16,1,3,4,2,东校区东教一楼DQ308,2-9周上,126,蔡伯根,75,蒋大明 ,自动化1104 自动化1105 自动化1106 *
10L107Q,01,电子科学与技术专业导论,电信,5,3,2,16,1,3,4,2,东校区东教一楼DQ306,10-17周上,2205,骆丽,,,电子1101 电子1102 电子1103 *
10L116Q,01,SOPC技术与应用,电信,70,29,41,32,2,3,1,2,主校区第九教学楼南413系统,1-8周,7579,郭勇,,,电子0801 电子0802 电子0803 通信0801 通信0802 通信0803 通信0804 通信0805 通信0806 通信0807 通信0808 自动化0801 自动化0802 自动化0803 自动化0804 自动化0805 自动化0806 *
10L116Q,01,SOPC技术与应用,电信,70,29,41,32,2,5,4,2,主校区第九教学楼南413系统,1-8周,7579,郭勇,,,电子0801 电子0802 电子0803 通信0801 通信0802 通信0803 通信0804 通信0805 通信0806 通信0807 通信0808 自动化0801 自动化0802 自动化0803 自动化0804 自动化0805 自动化0806 *
10L117Q,01,微波技术基础,电信,100,100,0,32,2,3,1,2,主校区思源西楼SX504,1-8周,7597,邵小桃,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L117Q,01,微波技术基础,电信,100,100,0,32,2,5,5,2,主校区思源西楼SX504,1-8周,7597,邵小桃,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L117Q,02,微波技术基础,电信,70,70,0,32,2,5,5,2,主校区思源西楼SX503,1-8周,8247,陈美娥,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L117Q,02,微波技术基础,电信,70,70,0,32,2,3,1,2,主校区思源西楼SX503,1-8周,8247,陈美娥,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L119Q,01,敏感器件设计,电信,90,22,68,32,2,1,5,2,主校区思源东楼SD207,1-8周,7513,郑陶雷,,,电子0801 电子0802 电子0803 *
10L119Q,01,敏感器件设计,电信,90,22,68,32,2,4,5,2,主校区思源东楼SD207,1-8周,7513,郑陶雷,,,电子0801 电子0802 电子0803 *
10L121Q,01,电磁波应用概论,电信,120,17,103,16,1,3,2,2,主校区思源西楼SX304,1-8周,8387,张展,,,
10L122Q,01,软件无线电,电信,70,7,63,32,2,3,2,2,主校区思源西楼SX505,9-16周,8376,赵友平,,,电子0801 电子0802 电子0803 *
10L122Q,01,软件无线电,电信,70,7,63,32,2,5,5,2,主校区思源西楼SX505,9-16周,8376,赵友平,,,电子0801 电子0802 电子0803 *
10L135Q,01,现代通信概论,电信,110,110,0,32,2,4,5,2,主校区逸夫教学楼YF205,1-8周,11,周春月,,,电子0901 电子0902 电子0903 电子1001 电子1002 电子1003 自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L135Q,01,现代通信概论,电信,110,110,0,32,2,1,5,2,主校区逸夫教学楼YF205,1-8周,11,周春月,,,电子0901 电子0902 电子0903 电子1001 电子1002 电子1003 自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L135Q,02,现代通信概论,电信,70,59,11,32,2,4,5,2,主校区逸夫教学楼YF514,1-8周,7341,荆涛,,,电子0901 电子0902 电子0903 电子1001 电子1002 电子1003 自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L135Q,02,现代通信概论,电信,70,59,11,32,2,1,5,2,主校区逸夫教学楼YF514,1-8周,7341,荆涛,,,电子0901 电子0902 电子0903 电子1001 电子1002 电子1003 自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L135Q,03,现代通信概论,电信,70,70,0,32,2,1,5,2,主校区逸夫教学楼YF513,1-8周,7371,陶成,,,电子0901 电子0902 电子0903 电子1001 电子1002 电子1003 自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L135Q,03,现代通信概论,电信,70,70,0,32,2,4,5,2,主校区逸夫教学楼YF513,1-8周,7371,陶成,,,电子0901 电子0902 电子0903 电子1001 电子1002 电子1003 自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L135Q,04,现代通信概论,电信,70,47,23,32,2,4,5,2,主校区逸夫教学楼YF613,1-8周,8305,徐少毅,,,电子0901 电子0902 电子0903 电子1001 电子1002 电子1003 自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L135Q,04,现代通信概论,电信,70,47,23,32,2,1,5,2,主校区逸夫教学楼YF613,1-8周,8305,徐少毅,,,电子0901 电子0902 电子0903 电子1001 电子1002 电子1003 自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L137Q,01,现代信息网络技术,电信,70,67,3,32,2,4,6,2,主校区逸夫教学楼YF403,9-16周,8142,沈波,,,电子1001 电子1002 电子1003 *
10L137Q,01,现代信息网络技术,电信,70,67,3,32,2,1,6,2,主校区逸夫教学楼YF403,9-16周,8142,沈波,,,电子1001 电子1002 电子1003 *
10L141Q,01,信息安全技术,电信,110,110,0,32,2,1,4,2,主校区第九教学楼东101,1-8周,6247,穆海冰,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L141Q,01,信息安全技术,电信,110,110,0,32,2,4,4,2,主校区第九教学楼东101,1-8周,6247,穆海冰,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L141Q,02,信息安全技术,电信,110,110,0,32,2,4,4,2,主校区第九教学楼东102,1-8周,112,毕红军,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L141Q,02,信息安全技术,电信,110,110,0,32,2,1,4,2,主校区第九教学楼东102,1-8周,112,毕红军,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L141Q,03,信息安全技术,电信,110,61,49,32,2,4,4,2,主校区逸夫教学楼YF411,1-8周,8040,贾凡,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L141Q,03,信息安全技术,电信,110,61,49,32,2,1,4,2,主校区逸夫教学楼YF411,1-8周,8040,贾凡,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L142Q,04,信息论基础,电信,70,70,0,32,2,1,5,2,主校区逸夫教学楼YF513,9-16周,6204,孙昕,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L142Q,04,信息论基础,电信,70,70,0,32,2,4,5,2,主校区逸夫教学楼YF513,9-16周,6204,孙昕,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L142Q,05,信息论基础,电信,70,62,8,32,2,4,5,2,主校区逸夫教学楼YF514,9-16周,6458,吴昊1,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L142Q,05,信息论基础,电信,70,62,8,32,2,1,5,2,主校区逸夫教学楼YF514,9-16周,6458,吴昊1,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L142Q,06,信息论基础,电信,70,67,3,32,2,1,5,2,主校区逸夫教学楼YF302,9-16周,7560,张立军,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L142Q,06,信息论基础,电信,70,67,3,32,2,4,5,2,主校区逸夫教学楼YF302,9-16周,7560,张立军,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L142Q,07,信息论基础,电信,50,34,16,32,2,1,5,2,主校区逸夫教学楼YF东701,9-16周,8227,曹芳,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L142Q,07,信息论基础,电信,50,34,16,32,2,4,5,2,主校区逸夫教学楼YF东701,9-16周,8227,曹芳,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L166Q,01,软件工程导论,电信,60,51,9,32,2,4,5,2,主校区思源西楼SX406,9-16周,7490,刘颖1,,,自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L166Q,01,软件工程导论,电信,60,51,9,32,2,1,5,2,主校区思源西楼SX406,9-16周,7490,刘颖1,,,自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L166Q,02,软件工程导论,电信,70,47,23,32,2,1,5,2,主校区逸夫教学楼YF614,9-16周,6378,王永和,,,自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L166Q,02,软件工程导论,电信,70,47,23,32,2,4,5,2,主校区逸夫教学楼YF614,9-16周,6378,王永和,,,自动化0901 自动化0902 自动化0903 自动化0904 自动化0905 自动化0906 *
10L207Q,01,数字集成电路设计,电信,50,36,14,64,4,5,1,2,主校区逸夫教学楼YF东702,1-16周,2205,骆丽,,,电子0901 电子0902 电子0903 *
10L207Q,01,数字集成电路设计,电信,50,36,14,64,4,3,2,2,主校区逸夫教学楼YF307,"2,4,6,8,10,12,14,16周上",2205,骆丽,,,电子0901 电子0902 电子0903 *
10L207Q,01,数字集成电路设计,电信,50,36,14,64,4,2,1,2,主校区逸夫教学楼YF东702,1-16周,2205,骆丽,,,电子0901 电子0902 电子0903 *
10L207Q,02,数字集成电路设计,电信,60,56,4,64,4,5,1,2,主校区逸夫教学楼YF610,1-16周,7722,周晓波,,,电子0901 电子0902 电子0903 *
10L207Q,02,数字集成电路设计,电信,60,56,4,64,4,2,1,2,主校区逸夫教学楼YF610,1-16周,7722,周晓波,,,电子0901 电子0902 电子0903 *
10L207Q,02,数字集成电路设计,电信,60,56,4,64,4,3,2,2,主校区逸夫教学楼YF308,"2,4,6,8,10,12,14,16周上",7722,周晓波,,,电子0901 电子0902 电子0903 *
10L219Q,01,半导体工艺学,电信,90,73,17,32,2,2,5,2,主校区第九教学楼东201,1-8周,7947,李修函,,,电子0901 电子0902 电子0903 *
10L219Q,01,半导体工艺学,电信,90,73,17,32,2,5,5,2,主校区第九教学楼东201,1-8周,7947,李修函,,,电子0901 电子0902 电子0903 *
10L226Q,01,RF COMS 集成电路设计,电信,100,40,60,48,3,4,4,2,主校区逸夫教学楼YF604,1-12周上,7651,刘章发,,,电子0801 电子0802 电子0803 *
10L226Q,01,RF COMS 集成电路设计,电信,100,40,60,48,3,1,4,2,主校区逸夫教学楼YF604,1-12周上,7651,刘章发,,,电子0801 电子0802 电子0803 *
10L228Q,01,混合信号电路设计,电信,100,31,69,32,2,3,2,2,主校区逸夫教学楼YF510,1-8周,7755,李金城,,,电子0801 电子0802 电子0803 *
10L228Q,01,混合信号电路设计,电信,100,31,69,32,2,5,5,2,主校区逸夫教学楼YF510,1-8周,7755,李金城,,,电子0801 电子0802 电子0803 *
10L239Q,01,MEMS设计,电信,100,4,96,32,2,4,2,2,主校区逸夫教学楼YF510,9-16周,7947,李修函,,,电子0801 电子0802 电子0803 *
10L239Q,01,MEMS设计,电信,100,4,96,32,2,2,2,2,主校区逸夫教学楼YF510,9-16周,7947,李修函,,,电子0801 电子0802 电子0803 *
10L300Q,01,通信原理,电信,50,50,0,64,4,2,1,2,主校区逸夫教学楼YF东708,1-16周,95,郭宇春,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,01,通信原理,电信,50,50,0,64,4,5,1,2,主校区逸夫教学楼YF东708,1-16周,95,郭宇春,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,01,通信原理,电信,50,50,0,64,4,3,4,2,主校区逸夫教学楼YF302,9-16周,95,郭宇春,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,02,通信原理,电信,70,70,0,64,4,3,4,2,主校区逸夫教学楼YF408,9-16周,7560,张立军,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,02,通信原理,电信,70,70,0,64,4,2,1,2,主校区逸夫教学楼YF408,1-16周,7560,张立军,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,02,通信原理,电信,70,70,0,64,4,5,1,2,主校区逸夫教学楼YF408,1-16周,7560,张立军,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,03,通信原理,电信,70,70,0,64,4,5,1,2,主校区逸夫教学楼YF409,1-16周,78,张星,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,03,通信原理,电信,70,70,0,64,4,3,4,2,主校区逸夫教学楼YF409,9-16周,78,张星,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,03,通信原理,电信,70,70,0,64,4,2,1,2,主校区逸夫教学楼YF409,1-16周,78,张星,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,04,通信原理,电信,70,70,0,64,4,2,1,2,主校区逸夫教学楼YF507,1-16周,7685,秦雅娟,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,04,通信原理,电信,70,70,0,64,4,5,1,2,主校区逸夫教学楼YF507,1-16周,7685,秦雅娟,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,04,通信原理,电信,70,70,0,64,4,3,4,2,主校区逸夫教学楼YF507,9-16周,7685,秦雅娟,,,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,05,通信原理,电信,70,56,14,64,4,2,1,2,主校区逸夫教学楼YF512,1-16周,6123,郑宏云,66,陈常嘉 ,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,05,通信原理,电信,70,56,14,64,4,3,4,2,主校区逸夫教学楼YF512,9-16周,6123,郑宏云,66,陈常嘉 ,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L300Q,05,通信原理,电信,70,56,14,64,4,5,1,2,主校区逸夫教学楼YF512,1-16周,6123,郑宏云,66,陈常嘉 ,通信0901 通信0902 通信0903 通信0904 通信0905 通信0906 通信0907 通信0908 *
10L308Q,01,语音信号处理,电信,70,11,59,32,2,2,6,2,主校区逸夫教学楼YF208,1-8周,7827,朱维彬,,,通信0801 通信0802 通信0803 通信0804 通信0805 通信0806 通信0807 通信0808 *
10L308Q,01,语音信号处理,电信,70,11,59,32,2,5,6,2,主校区逸夫教学楼YF208,1-8周,7827,朱维彬,,,通信0801 通信0802 通信0803 通信0804 通信0805 通信0806 通信0807 通信0808 *
10L309Q,01,数字图像处理及应用,电信,42,42,0,32,2,4,2,2,主校区思源楼SY105,1-8周,1637,阮秋琦,,,电子0801 电子0802 电子0803 通信0801 通信0802 通信0803 通信0804 通信0805 通信0806 通信0807 通信0808 *
10L309Q,01,数字图像处理及应用,电信,42,42,0,32,2,1,2,2,主校区思源楼SY105,1-8周,1637,阮秋琦,,,电子0801 电子0802 电子0803 通信0801 通信0802 通信0803 通信0804 通信0805 通信0806 通信0807 通信0808 *
10L310Q,02,管理信息系统(B),电信,110,21,89,32,2,4,1,2,主校区逸夫教学楼YF404,1-8周,11,周春月,,,通信0801 通信0802 通信0803 通信0804 通信0805 通信0806 通信0807 通信0808 *
10L310Q,02,管理信息系统(B),电信,110,21,89,32,2,1,1,2,主校区逸夫教学楼YF404,1-8周,11,周春月,,,通信0801 通信0802 通信0803 通信0804 通信0805 通信0806 通信0807 通信0808 *
